Assembly_Segment,Booth_No,Total_Electors_2019,Pred_Turnout_Pct,Pred_Total_Votes,Pred_BJP_Vote_Share,Pred_BJP_Votes,Pred_INC_Vote_Share,Pred_INC_Votes,Pred_BSP_Vote_Share,Pred_BSP_Votes,Pred_ADK_Vote_Share,Pred_ADK_Votes,Pred_Other_Vote_Share,Pred_Other_Votes,Pred_Winner
Varanasi Cantt,29,4801,0.11304475327639842,543,0.29551468279721455,160,0.218912735979609,119,0.16494033760658272,90,0.15903660707853617,86,0.16159563653805759,88,BJP
Varanasi Cantt,34,4855,0.10801128412934453,524,0.2956536182065492,155,0.22210294310414014,116,0.1634476568200555,86,0.15851508035525746,83,0.16028070151399768,84,BJP
Varanasi Cantt,39,4963,0.11718138635377022,582,0.2719783016838214,158,0.23009307096524884,134,0.170949112075887,99,0.16221016377024208,94,0.1647693515048008,96,BJP
Varanasi Cantt,44,4815,0.11265427237314017,542,0.290374678439089,157,0.2256838285306252,122,0.16480167993746148,89,0.15899065710354573,86,0.16014915598927854,87,BJP
Varanasi Cantt,49,4654,0.10882663889254311,506,0.28784687938327846,146,0.22360249907595342,113,0.1661081433655334,84,0.16003878359910523,81,0.1624036945761295,82,BJP
Varanasi Cantt,54,4693,0.115607962045918,543,0.29291491956781596,159,0.21801272885577164,118,0.16850863797299645,92,0.15898904563892624,86,0.1615746679644897,88,BJP
Varanasi Cantt,59,4740,0.10860756734912681,515,0.27760436850941306,143,0.23062629631111206,119,0.16651518050723133,86,0.16170433083789812,83,0.16354982383434535,84,BJP
Varanasi Cantt,64,4839,0.10596751932933615,513,0.2903748208260469,149,0.22756626037511193,117,0.163450345101521,84,0.1582955457545799,81,0.1603130279427404,82,BJP
Varanasi Cantt,69,4794,0.11025275436295003,529,0.2784456929157745,147,0.2258045346978941,119,0.16898287252211172,89,0.1632255874240421,86,0.16354131244017758,87,BJP
Varanasi Cantt,74,4784,0.10364926470775036,496,0.3168214963085696,157,0.21476058230467598,107,0.15799633333839846,78,0.15438488185990462,77,0.15603670618845125,77,BJP
Varanasi Cantt,79,5030,0.10310008263145944,519,0.2988957451386247,155,0.21774904239600232,113,0.16474453861957936,86,0.1583448285936055,82,0.16026584525218804,83,BJP
Varanasi Cantt,84,4802,0.11831480608151856,568,0.2902541807943861,165,0.22924063233778585,130,0.16262447835331864,92,0.157918230240789,90,0.15996247827372037,91,BJP
Varanasi Cantt,89,4916,0.11204896801466226,551,0.29979725467581636,165,0.21930136566162958,121,0.1633882714358771,90,0.15795672254037452,87,0.1595563856863025,88,BJP
Varanasi Cantt,94,4920,0.10859320028595076,534,0.29959402936793805,160,0.21486261500280118,115,0.174064920348525,93,0.15460855520590913,83,0.15686988007482663,84,BJP
Varanasi Cantt,99,4689,0.12012974270420623,563,0.2931112021530391,165,0.22384866174762572,126,0.16409169777467106,92,0.15794847838797474,89,0.1609999599366894,91,BJP
Varanasi Cantt,104,5002,0.10362703442998278,518,0.3072122621963983,159,0.2157882759766819,112,0.16238241837103165,84,0.15608644967278448,81,0.15853059378310363,82,BJP
Varanasi Cantt,109,5012,0.11070878668570767,555,0.30371787358329144,169,0.2187202808706677,121,0.16252236034679912,90,0.15736540089320353,87,0.15767408430603833,88,BJP
Varanasi Cantt,114,4666,0.09868753814498497,460,0.29248179244216965,135,0.21781517020999652,100,0.16582593217107763,76,0.16172878733824086,74,0.16214831783851535,75,BJP
Varanasi Cantt,119,4722,0.09673792554282497,457,0.30278322569043237,138,0.2222608659357759,102,0.16155458913243181,74,0.15549396194729384,71,0.15790735729406616,72,BJP
Varanasi Cantt,124,4743,0.09972813227527544,473,0.3062880921772082,145,0.21812858140904468,103,0.15994259210351178,76,0.15690433209516783,74,0.1587364022150673,75,BJP
Varanasi Cantt,129,4842,0.1137656679176185,551,0.3041363457848528,168,0.2203244013259538,121,0.1630173621710577,90,0.15537231799286808,86,0.15714957272526747,87,BJP
Varanasi Cantt,134,5025,0.11421282871220995,574,0.28841777226720455,166,0.22619196893555316,130,0.16449507286421372,94,0.16029668810087644,92,0.1605984978321521,92,BJP
Varanasi Cantt,139,4940,0.10688127299244038,528,0.29985592507879283,158,0.22227995906524697,117,0.16504751145816024,87,0.15550779024583428,82,0.15730881415196565,83,BJP
Varanasi Cantt,144,4767,0.10516152085941537,501,0.27058763654172513,136,0.24890528337372064,125,0.16551231295086496,83,0.15709898695281857,79,0.1578957801808706,79,BJP
Varanasi Cantt,149,5041,0.10456901585495715,527,0.30381904403791926,160,0.21578672140955557,114,0.16262165002178403,86,0.15797147677264006,83,0.15980110775810114,84,BJP
Varanasi Cantt,154,4832,0.10769479102556188,520,0.2936499392427547,153,0.22731295836797125,118,0.16248399935779045,84,0.15703895932461356,82,0.15951414370687006,83,BJP
Varanasi Cantt,159,4743,0.11050239423544074,524,0.30604125643750113,160,0.20658795059981971,108,0.16696173745986972,87,0.15954018018459296,84,0.16086887531821642,84,BJP
Varanasi Cantt,164,4910,0.10386238222728052,510,0.31369338169368555,160,0.20689878102269524,106,0.1631529084919063,83,0.15700268029842307,80,0.15925224849328984,81,BJP
Varanasi Cantt,169,4901,0.12880427247870152,631,0.30700198736694756,194,0.20574821808952395,130,0.16630514923835307,105,0.15902442492836075,100,0.16192022037681467,102,BJP
Varanasi Cantt,174,4671,0.1111729527678289,519,0.2703847869117649,140,0.228066709961174,118,0.17380576013888024,90,0.16309539784399524,85,0.1646473451441857,85,BJP
Varanasi Cantt,179,5004,0.12912559884465147,646,0.2953369644728541,191,0.22291085977270003,144,0.16399719627543277,106,0.15780102475205504,102,0.15995395472695811,103,BJP
Varanasi Cantt,184,4672,0.1155638988401868,540,0.3001501957084716,162,0.2202676388824195,119,0.162871655258832,88,0.15735175304971377,85,0.15935875710056305,86,BJP
Varanasi Cantt,189,5047,0.10774508437368377,544,0.29591336914204147,161,0.2212937529284615,120,0.16345131359858792,89,0.1586392864578967,86,0.16070227787301244,87,BJP
Varanasi Cantt,194,4920,0.10935261834185521,538,0.28024422375595714,151,0.23604847413061109,127,0.1643695185971476,88,0.1590745353134059,86,0.1602632482028783,86,BJP
Varanasi Cantt,199,5025,0.11200263722019584,563,0.29186731254562065,164,0.21949316255593385,124,0.1683981424614706,95,0.15944206204778,90,0.16079932038919495,91,BJP
Varanasi Cantt,204,4996,0.1079477905474803,539,0.27451730560041865,148,0.2368345720063136,128,0.16723364378039063,90,0.1597349330571881,86,0.16167954555568906,87,BJP
Varanasi Cantt,209,4663,0.11913876043505668,556,0.3051727385289728,170,0.2112318993695655,117,0.16603409400311572,92,0.1579676029518704,88,0.1595936651464756,89,BJP
Varanasi Cantt,214,4848,0.11241986029109247,545,0.3010976241861098,164,0.218922152284408,119,0.16239661741458733,89,0.1577751389948613,86,0.15980846712003363,87,BJP
Varanasi Cantt,219,4787,0.11959333076520116,572,0.298730433599377,171,0.22374216986328552,128,0.1620280279435077,93,0.15670034001927083,90,0.1587990285745589,91,BJP
Varanasi Cantt,224,5037,0.10526304364452646,530,0.28955769278457927,153,0.22302676157137014,118,0.1639798479908731,87,0.16090576684126334,85,0.1625299308119142,86,BJP
Varanasi Cantt,229,4861,0.12447304469332073,605,0.31356715032231025,190,0.2079299881195971,126,0.16229598047804197,98,0.15705244159838616,95,0.1591544394816645,96,BJP
Varanasi Cantt,234,4985,0.10222291200720683,510,0.3150458513569077,161,0.20831636528663855,106,0.16163739638845415,82,0.1564528254279095,80,0.15854756154009003,81,BJP
Varanasi Cantt,239,4750,0.10350274106974178,492,0.299047413530404,147,0.223131954832391,110,0.16122050116618397,79,0.15691147396588573,77,0.15968865650513545,79,BJP
Varanasi Cantt,244,4713,0.10528841329085001,496,0.2908444314730662,144,0.22708627208203608,113,0.16344017451566653,81,0.1584483912392174,79,0.16018073069001373,79,BJP
Varanasi Cantt,249,4824,0.10868373274414586,524,0.2854713178112415,150,0.23393794477834742,123,0.1628634652227517,85,0.15798173969768112,83,0.1597455324899781,84,BJP
Varanasi Cantt,254,4906,0.11509368487066854,565,0.30744402157906103,174,0.2068344437645068,117,0.16473344214663338,93,0.1595769993000376,90,0.16141109320976105,91,BJP
Varanasi Cantt,259,4676,0.12495407041849159,584,0.3119260613498566,182,0.21531756188072423,126,0.16187095145644192,95,0.15442695241247045,90,0.15645847290050685,91,BJP
Varanasi Cantt,264,4691,0.09899728667625032,464,0.31245109305442237,145,0.21599624050613164,100,0.1609085711741813,75,0.1545351523242288,72,0.1561089429410358,72,BJP
Varanasi Cantt,269,4710,0.10336523507433582,487,0.309481830345644,151,0.21273496172719314,104,0.16182689175157666,79,0.1572024999265366,77,0.1587538162490494,77,BJP
Varanasi Cantt,274,4931,0.11822287353952175,583,0.2833197335369896,165,0.22656564572785914,132,0.16684505441223776,97,0.16041866364133328,94,0.1628509026815803,95,BJP
Varanasi Cantt,279,5019,0.11230381854051993,564,0.2961094059512992,167,0.2200551593450871,124,0.16376501127922322,92,0.1590209696975103,90,0.16104945372688018,91,BJP
Varanasi Cantt,284,4661,0.10690966181116711,498,0.30136866781993743,150,0.21840550904895165,109,0.16203392471102604,81,0.15827012177491928,79,0.15992177664516558,80,BJP
Varanasi Cantt,289,4755,0.10567453777320947,502,0.2940963159180209,148,0.22266485577277395,112,0.16553338083513017,83,0.15846216187731405,80,0.159243285596761,80,BJP
Varanasi Cantt,294,5002,0.10874251775360133,544,0.3194303810124342,174,0.20795210187695143,113,0.16180327907945316,88,0.15424644958625336,84,0.15656778844490787,85,BJP
Varanasi Cantt,299,4727,0.11493901514847074,543,0.3045067370172182,165,0.21830960875232575,119,0.16207197481732238,88,0.1566234648097638,85,0.15848821460336987,86,BJP
Varanasi Cantt,304,4713,0.0975604384428692,460,0.29335619117755823,135,0.22249289091378271,102,0.16456474559278472,76,0.1584375430679049,73,0.16114862924796933,74,BJP
Varanasi Cantt,309,4907,0.11963124376380149,587,0.2958515163612718,174,0.2225977814064144,131,0.1666211484985034,98,0.1573800729452664,92,0.15754948078854397,92,BJP
Varanasi Cantt,314,4975,0.1197138245422432,596,0.30435265363573616,181,0.21746933874383864,130,0.16194656841708144,97,0.15719335268324042,94,0.1590380865201032,95,BJP
Varanasi Cantt,319,4775,0.10648475670407603,508,0.3028448680528711,154,0.2098327041634423,107,0.1652421056126767,84,0.16040453133257626,81,0.16167579083843384,82,BJP
Varanasi Cantt,324,4936,0.1109330359012367,548,0.284900740265287,156,0.2264239864556085,124,0.16608089588583544,91,0.16067589806549143,88,0.16191847932777764,89,BJP
Varanasi Cantt,329,4727,0.12453208901249925,589,0.2972071722144409,175,0.21916835157492984,129,0.16463803780574546,97,0.1580642330430089,93,0.16092220536187493,95,BJP
Varanasi Cantt,334,4984,0.10411512060797191,519,0.3112900894838399,162,0.20732583703879096,108,0.16341168905343526,85,0.15786989716937283,82,0.16010248725456108,83,BJP
Varanasi Cantt,339,5038,0.1047412872316877,528,0.3023534705445282,160,0.21840682753385374,115,0.16329915988327418,86,0.15688712902174543,83,0.15905341301659845,84,BJP
Varanasi Cantt,344,4748,0.11529614396804945,547,0.2907807524193954,159,0.22673763916228276,124,0.16353064231136288,89,0.15829129034589695,87,0.1606596757610619,88,BJP
Varanasi Cantt,349,4818,0.10677590765271767,514,0.31721778560912156,163,0.20760387697593172,107,0.16010470258354498,82,0.15613215997666485,80,0.1589414748547369,82,BJP
Varanasi Cantt,354,4884,0.11034901016501139,539,0.3074268361570764,166,0.21229012152176616,114,0.164423728547428,89,0.1567251380716703,84,0.15913417570205915,86,BJP
Varanasi Cantt,359,4694,0.10604527275606568,498,0.2865890400223365,143,0.23491246661223278,117,0.16286154491118515,81,0.1567821356431521,78,0.1588548128110935,79,BJP
Varanasi Cantt,364,4932,0.1060768335877856,523,0.29006188863165616,152,0.23155393606345673,121,0.16219366933382742,85,0.1565207334593697,82,0.15966977251168996,84,BJP
Varanasi Cantt,369,4701,0.12245633769764336,576,0.29226090411755923,168,0.2193692166982355,126,0.1656989338807742,95,0.16030373391632685,92,0.16236721138710422,94,BJP
Varanasi Cantt,374,4953,0.11247237915392541,557,0.28191751129628567,157,0.22982766670394705,128,0.16514218937082176,92,0.16053287151865103,89,0.16257976111029454,91,BJP
Varanasi Cantt,379,4748,0.12829167748715886,609,0.2883643123279115,176,0.22216319675752866,135,0.1709625336716103,104,0.15900521709537338,97,0.1595047401475762,97,BJP
Varanasi Cantt,384,4936,0.1032031805685515,509,0.2906389289900392,148,0.22639518499724312,115,0.16543481696967344,84,0.15813386360241719,80,0.15939720544062708,81,BJP
Varanasi Cantt,389,4954,0.10836517753661658,537,0.2900551720733976,156,0.2282092567911732,123,0.1642932666668425,88,0.15776970590379263,85,0.15967259856479402,86,BJP
Varanasi Cantt,394,4973,0.125848453681848,626,0.3004252900447664,188,0.21660085734550022,136,0.16345946612489745,102,0.1583345137923363,99,0.1611798726924995,101,BJP
Varanasi Cantt,399,4687,0.10679607747819442,501,0.2695863194782062,135,0.24319865215042694,122,0.1646947231629632,83,0.16099782207819038,81,0.16152248313021328,81,BJP
Varanasi Cantt,404,4670,0.11346137911319042,530,0.30757909419889407,163,0.21214939638371097,112,0.16458604941654095,87,0.15670805853272107,83,0.15897740146813313,84,BJP
Varanasi North,2,4841,0.10251309518574284,496,0.30341245973047815,150,0.22358302315734704,111,0.16174763188026414,80,0.15474264577755953,77,0.15651423945435117,78,BJP
Varanasi North,7,4795,0.1269210212559558,609,0.2694215332200511,164,0.2547222595156788,155,0.16345828839140183,100,0.1556896569371547,95,0.15670826193571363,95,BJP
Varanasi North,12,4741,0.10747222044197235,510,0.3011286053171627,154,0.21496362460523585,110,0.16640858648346657,85,0.15819466825540623,81,0.15930451533872866,81,BJP
Varanasi North,17,4923,0.11522536327007642,567,0.2811947696147697,159,0.24043836724731305,136,0.16281271335346753,92,0.15688776805603308,89,0.15866638172841663,90,BJP
Varanasi North,22,4777,0.11440477474373262,547,0.3054678717018068,167,0.2142300972652636,117,0.16221018045262892,89,0.1583910259367839,87,0.15970082464351681,87,BJP
Varanasi North,27,4900,0.11091370754402519,543,0.31451735354837257,171,0.20976755454406296,114,0.1628591996074382,88,0.1554626167088745,84,0.1573932755912516,85,BJP
Varanasi North,32,4815,0.10395099450253867,501,0.3190084049755512,160,0.20402702275592885,102,0.1613380878751969,81,0.15716463028267327,79,0.1584618541106497,79,BJP
Varanasi North,37,4828,0.10903015587502547,526,0.27278581327176615,143,0.2426213564158334,128,0.1641189001913231,86,0.15947639197092714,84,0.1609975381501502,85,BJP
Varanasi North,42,4863,0.10968164774007547,533,0.2851557958710622,152,0.23106667663421668,123,0.16312279733444307,87,0.15952221743520664,85,0.16113251272507143,86,BJP
Varanasi North,47,4985,0.10600692695322927,528,0.3013019413702714,159,0.21934950977943124,116,0.1642360950656787,87,0.15621833791089884,82,0.15889411587371982,84,BJP
Varanasi North,52,4720,0.09970327284917563,471,0.30901644643644255,146,0.2153745750739398,101,0.16153776045665616,76,0.15648594951146655,74,0.15758526852149493,74,BJP
Varanasi North,57,4835,0.11042557706223387,534,0.31653409244691316,169,0.20000670601774187,107,0.16564650630942174,88,0.15847373660806033,85,0.15933895861786287,85,BJP
Varanasi North,62,4911,0.10123342213354042,497,0.29791737222001063,148,0.21911721252419394,109,0.16710677907833996,83,0.15709654332783268,78,0.15876209284962278,79,BJP
Varanasi North,67,4693,0.11102870354500703,521,0.31204209235928887,163,0.20949994241778752,109,0.16105669299324607,84,0.15768139045712318,82,0.1597198817725544,83,BJP
Varanasi North,72,4855,0.1170023272922938,568,0.30130670757464295,171,0.22358534649276868,127,0.16124206759283044,92,0.15555863013388455,88,0.15830724820587336,90,BJP
Varanasi North,77,4991,0.10476774823323064,523,0.28413012013626043,149,0.23193789645919655,121,0.16708906994365477,87,0.15775556062099552,83,0.1590873528398927,83,BJP
Varanasi North,82,4710,0.10754541435348888,507,0.3091219604727542,157,0.21996640670039602,112,0.1607267343392768,81,0.1539406102785552,78,0.15624428820901784,79,BJP
Varanasi North,87,4779,0.11740100890585023,561,0.28709171093523334,161,0.2252234603766739,126,0.16734680691121648,94,0.15957210020007723,90,0.16076592157679895,90,BJP
Varanasi North,92,4826,0.11720441671563155,566,0.3003409384992659,170,0.22273243074258336,126,0.1617472467803947,92,0.15653661471819266,89,0.1586427692595634,90,BJP
Varanasi North,97,5013,0.08312823858867245,417,0.32374256144083274,135,0.20242005040323083,84,0.16084141543601577,67,0.15553294613851995,65,0.15746302658140077,66,BJP
Varanasi North,102,5013,0.09783883986563653,490,0.221161179102096,108,0.2855006585208175,140,0.16913310978853308,83,0.16116766344419464,79,0.16303738914435872,80,INC
Varanasi North,107,4873,0.11394395809537508,555,0.2810991605327619,156,0.24238410820203232,135,0.16075554593220015,89,0.1575041048835621,87,0.15825708044944342,88,BJP
Varanasi North,112,5031,0.12164127999011821,612,0.2954188543635047,181,0.21536331068882372,132,0.1658647533583397,102,0.1604022826772905,98,0.1629507989120414,100,BJP
Varanasi North,117,4883,0.11474557180239929,560,0.3143105970525138,176,0.2132711638429838,119,0.1596593035918957,89,0.15503020533200645,87,0.15772873018060019,88,BJP
Varanasi North,122,4895,0.11210264738032323,549,0.31694450094889653,174,0.21110971454996702,116,0.16126930364909803,89,0.15482147402538204,85,0.15585500682665626,86,BJP
Varanasi North,127,4971,0.11735020873095424,583,0.3025811921168247,176,0.2140572670039639,125,0.16739500268380583,98,0.1574920345235743,92,0.1584745036718312,92,BJP
Varanasi North,132,4880,0.10797270391760026,527,0.291884798440573,154,0.22124518760941686,117,0.1668920401781891,88,0.1592989562087569,84,0.1606790175630643,85,BJP
Varanasi North,137,4984,0.11084055564832775,552,0.3059664037947005,169,0.2217188595811627,122,0.15981701278369795,88,0.1552174626338621,86,0.1572802612065765,87,BJP
Varanasi North,142,4888,0.11468952429905936,561,0.3063310319202471,172,0.2162178537352498,121,0.16235631099989337,91,0.15671364522892028,88,0.15838115811568948,89,BJP
Varanasi North,147,4899,0.111297534662514,545,0.2831397797620303,154,0.23277489398855652,127,0.1635578264790145,89,0.15989000623045418,87,0.16063749353994458,88,BJP
Varanasi North,152,4868,0.10500865500413926,511,0.2956690846838398,151,0.22375145956380574,114,0.16341752495333794,84,0.15790031842761515,81,0.15926161237140135,81,BJP
Varanasi North,157,4805,0.10854533749087622,522,0.27049690034846074,141,0.23721785324975106,124,0.16680643467166262,87,0.16201692805024057,85,0.16346188367988498,85,BJP
Varanasi North,162,4996,0.10449238791883628,522,0.295161185306328,154,0.2151985485564537,112,0.16680684514473046,87,0.16063149417010256,84,0.16220192682238516,85,BJP
Varanasi North,167,5053,0.11518659973169029,582,0.28189357669076104,164,0.24115760284320628,140,0.1623929226203329,95,0.15713428914716973,91,0.15742160869853009,92,BJP
Varanasi North,172,4760,0.11506347044455797,548,0.2950264995755288,162,0.22386133317243492,123,0.1627889683017842,89,0.15787589877112268,87,0.16044730017912934,88,BJP
Varanasi North,177,4896,0.10883994782969976,533,0.29431814976180326,157,0.22132407564380127,118,0.16505574704418222,88,0.1589277126081761,85,0.1603743149420371,85,BJP
Varanasi North,182,4871,0.11043583644759576,538,0.25080151804891154,135,0.25441807490910134,137,0.17038013574175068,92,0.1615254918047277,87,0.16287477949550866,88,INC
Varanasi North,187,4786,0.10273593829628136,492,0.29389593019281873,145,0.22715531021187255,112,0.1619021486863344,80,0.1576143859155491,78,0.1594322249934251,78,BJP
Varanasi North,192,4966,0.11094704262782118,551,0.2967217649128739,163,0.22634834174267332,125,0.1618034745431255,89,0.1565395827631226,86,0.15858683603820464,87,BJP
Varanasi North,197,4779,0.10335680269626063,494,0.3078387254985284,152,0.2155000244182556,106,0.16494715021144704,81,0.15527461616976618,77,0.15643948370200286,77,BJP
Varanasi North,202,5036,0.10827794077313663,545,0.3043945823962311,166,0.21328206215519135,116,0.1636668880241778,89,0.15835515639508344,86,0.16030131102931622,87,BJP
Varanasi North,207,4712,0.1009024210818821,475,0.30407480744017573,144,0.22028823063917938,105,0.1617186372946447,77,0.15567391933487998,74,0.15824440529112022,75,BJP
Varanasi North,212,4685,0.10249417209284463,480,0.32243422404049393,155,0.2084159387810179,100,0.16065063610303337,77,0.15343032887104674,74,0.15506887220440807,74,BJP
Varanasi North,217,4670,0.10869922674333689,508,0.2898980004620272,147,0.22834465321936787,116,0.16338147266566,83,0.15819593966386966,80,0.16017993398907546,81,BJP
Varanasi North,222,4785,0.11470319002191239,549,0.2898335172363752,159,0.22588955444110997,124,0.1647550039463467,90,0.1589192689639487,87,0.1606026554122194,88,BJP
Varanasi North,227,4730,0.11216067578163202,531,0.2826329446585458,150,0.23279485976353032,124,0.16377907730058738,87,0.15930175638977975,85,0.16149136188755686,86,BJP
Varanasi North,232,4777,0.10157452598664309,485,0.31065639090290736,151,0.21067135553155775,102,0.16359199787182532,79,0.1571671213695674,76,0.1579131343241421,77,BJP
Varanasi North,237,4794,0.1132298071791223,543,0.29059693797947184,158,0.21548901714032748,117,0.1690172351767479,92,0.16175246372579533,88,0.16314434597765737,89,BJP
Varanasi North,242,4884,0.10214105218772526,499,0.28642875214901037,143,0.23802632199213944,119,0.16046630758940522,80,0.15715963970933597,78,0.157918978560109,79,BJP
Varanasi North,247,5027,0.11443517277693227,575,0.29316026978724735,169,0.22886794551775477,132,0.16224535878567098,93,0.1570722384585904,90,0.1586541874507365,91,BJP
Varanasi North,252,4777,0.12085785768390316,577,0.31231125233550405,180,0.2042431593337054,118,0.1643852137418655,95,0.1581909174896819,91,0.1608694570992431,93,BJP
Varanasi North,257,4832,0.10601970031025869,512,0.30044165895341196,154,0.22016614725386507,113,0.16313801568909034,84,0.1572405720902688,81,0.1590136060133639,81,BJP
Varanasi North,262,5024,0.10288205745579561,517,0.3088015855522241,160,0.21712550305692865,112,0.1599535304422824,83,0.15646814986743068,81,0.1576512310811344,82,BJP
Varanasi North,267,4812,0.10941086548444683,526,0.2592953605228039,136,0.25753608257660004,135,0.16560076592385414,87,0.1578336493461224,83,0.1597341416306195,84,BJP
Varanasi North,272,4666,0.11908271711350887,556,0.29419786466418957,164,0.22525768415301528,125,0.1631178338071087,91,0.15717335724170337,87,0.16025326013398297,89,BJP
Varanasi North,277,4932,0.10345648636169898,510,0.3327640559547048,170,0.2013045196285544,103,0.15668572187095525,80,0.15369749170326172,78,0.15554821084252396,79,BJP
Varanasi North,282,4681,0.11670446323165908,546,0.273626420670184,149,0.23097605604658267,126,0.1707419448242794,93,0.16121321757347226,88,0.16344236088548156,89,BJP
Varanasi North,287,4819,0.10714635444164557,516,0.29906022505644175,154,0.22519983782229583,116,0.16164197005229686,83,0.15584704428394966,80,0.15825092278501593,82,BJP
Varanasi North,292,4744,0.11038578557418671,524,0.2896360891544748,152,0.22690699548328228,119,0.1642252055000232,86,0.15857945248240246,83,0.16065225737981736,84,BJP
Varanasi North,297,4988,0.10180479047514154,508,0.29572225298669413,150,0.22416909185650835,114,0.1639994586493852,83,0.15721903140023358,80,0.15889016510717865,81,BJP
Varanasi North,302,4680,0.10623834349500673,497,0.28531767278355286,142,0.2310903673569696,115,0.16436489951036723,82,0.15883586121569834,79,0.16039119913341196,80,BJP
Varanasi North,307,4917,0.1010097372467169,497,0.31182032348758565,155,0.21347955600889854,106,0.16191969209639512,80,0.155304163121099,77,0.15747626528602174,78,BJP
Varanasi North,312,5004,0.12088253776587732,605,0.2749570458055102,166,0.23201368528797078,140,0.16729743735014854,101,0.1618409592369974,98,0.16389087231937308,99,BJP
Varanasi North,317,4747,0.10322322316453095,490,0.3188312307244769,156,0.2070910229428035,101,0.16204250887758945,79,0.15538176634431,76,0.1566534711108203,77,BJP
Varanasi North,322,5014,0.10761439311061001,540,0.29833981237370294,161,0.21501464242241766,116,0.16802300143101073,91,0.15816346675768306,85,0.16045907701518544,87,BJP
Varanasi North,327,5034,0.11213479530456082,564,0.3386077797293448,191,0.1915317611817197,108,0.15976747016800777,90,0.15396071519475832,87,0.1561322737261692,88,BJP
Varanasi North,332,4900,0.10884947843583886,533,0.27042012650304487,144,0.2385939931936082,127,0.16965102813315897,90,0.1600211792157376,85,0.16131367295445037,86,BJP
Varanasi North,337,4962,0.12215950170983238,606,0.30790316899045955,187,0.21071823387435468,128,0.16630787130760127,101,0.1566334097750543,95,0.15843731605253022,96,BJP
Varanasi North,342,4782,0.11535352802344447,552,0.30736689378632426,170,0.21037160911470656,116,0.1662095161514176,92,0.1568008535086797,87,0.15925112743887201,88,BJP
Varanasi North,347,4806,0.08995558983641692,432,0.2980379420403351,129,0.21370215570642695,92,0.16819777161565022,73,0.1590436638011523,69,0.16101846683643528,70,BJP
Varanasi North,352,4671,0.11902993807768461,556,0.2875294563777655,160,0.21966877424264916,122,0.16937916156201022,94,0.1611537634453844,90,0.1622688443721907,90,BJP
Varanasi North,357,4834,0.11809601615818358,571,0.31116841208717233,178,0.21139793874361051,121,0.1627827041778555,93,0.1569521305301007,90,0.15769881446126086,90,BJP
Varanasi North,362,5007,0.11580829440254559,580,0.3121717987954609,181,0.21203018030426155,123,0.162714919884407,94,0.1556900655474019,90,0.15739303546846867,91,BJP
Varanasi North,367,4766,0.12537882450788143,598,0.29578250197837697,177,0.220035162230723,132,0.16800873611951264,100,0.1573926623794481,94,0.15878093729193937,95,BJP
Varanasi North,372,4821,0.09276270815910369,447,0.3047063715917353,136,0.20860798158835617,93,0.1653011458792083,74,0.15957965890575876,71,0.16180484203494153,72,BJP
Varanasi North,377,5002,0.11872462037839421,594,0.2927883186461017,174,0.22444360529927687,133,0.16534937459148866,98,0.15778602940541914,94,0.15963267205771367,95,BJP
Varanasi North,382,4868,0.11829884758234643,576,0.2526732240828938,146,0.22997683764958413,132,0.18526199137205515,107,0.16567667156708224,95,0.1664112753283846,96,BJP
Varanasi North,387,4892,0.10423022034230205,510,0.3009944308537647,154,0.21452045750259238,109,0.16519860871447622,84,0.1588125291406461,81,0.1604739737885206,82,BJP
Varanasi North,392,4738,0.10336699316913235,490,0.283636023624237,139,0.2260282042469115,111,0.166489583277016,82,0.1608964739561907,79,0.16294971489564478,80,BJP
Varanasi North,397,4909,0.12718523394747833,624,0.28469672598157714,178,0.22758558987758867,142,0.16778571869406558,105,0.15923043737676096,99,0.16070152807000773,100,BJP
Varanasi North,402,4886,0.10843281502940562,530,0.29412628347960845,156,0.21657696229139958,115,0.16757722011780948,89,0.16000644491317695,85,0.16171308919800556,86,BJP
Varanasi South,3,5005,0.1127746133950085,564,0.28777933003830386,162,0.227078563064641,128,0.1636003552639375,92,0.15890224762039204,90,0.16263950401272556,92,BJP
Varanasi South,8,4982,0.12038468247667103,600,0.2809591329802525,169,0.23220241442800854,139,0.1655589491923247,99,0.1596186688675939,96,0.16166083453182023,97,BJP
Varanasi South,13,4940,0.12000078975783639,593,0.297387750303741,176,0.2114282210662682,125,0.16775782294948244,99,0.16060169642659822,95,0.16282450925391004,97,BJP
Varanasi South,18,4825,0.1269809115975296,613,0.31029956748938875,190,0.2149578328506531,132,0.15992075728093388,98,0.15749943534222588,97,0.1573224070367983,96,BJP
Varanasi South,23,4829,0.10734060129278548,518,0.2254233502179012,117,0.26080319801968865,135,0.20341802818861396,105,0.15496946568630854,80,0.1553859578874877,80,INC
Varanasi South,28,4829,0.1294648372746244,625,0.2923102630929013,183,0.2173383673425818,136,0.16687104739435027,104,0.16079528874739965,100,0.16268503342276697,102,BJP
Varanasi South,33,4666,0.10890760651336605,508,0.2977173891098157,151,0.21438827470470448,109,0.16569758621904954,84,0.15995011370114612,81,0.16224663626528418,82,BJP
Varanasi South,38,4962,0.10334823618231971,513,0.28752492083888276,148,0.22864279346388222,117,0.17138052625109337,88,0.15498720131796445,80,0.1574645581281772,81,BJP
Varanasi South,43,4886,0.1162571275526597,568,0.3164717650588961,180,0.2057347645773765,117,0.16206550664977443,92,0.1568219140781745,89,0.15890604963577845,90,BJP
